species,avonet_species_name,Order,status,IslandEndemic,Volancy,Mass,HWI,Habitat,Trophic.Level,Trophic.Niche,LAT,Beak.Length.culmen,Beak.Length.nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Tail.Length,status_group
Spelaeornis chocolatinus,Spelaeornis chocolatinus,Passeriformes,VU,No,Volant,11.8,8.6,Forest,Carnivore,Invertivore,26.32,12.5,6.9,2.6,3.2,19.3,48.9,4.2,44.9,42.4,Threatened
Spelaeornis kinneari,Spelaeornis kinneari,Passeriformes,VU,No,Volant,11.8,6.8,Forest,Carnivore,Invertivore,22.11,12.1,6.6,2.7,3.3,17.9,49.5,3.3,46.2,36.5,Threatened
Spelaeornis longicaudatus,Spelaeornis longicaudatus,Passeriformes,VU,No,Volant,12,7,Forest,Carnivore,Invertivore,25.49,12.4,6.8,2.5,3.3,19.5,53,3.7,49.3,45.2,Threatened
Spelaeornis oatesi,Spelaeornis oatesi,Passeriformes,LC,No,Volant,11.8,3.5,Forest,Carnivore,Invertivore,22.68,12,6.7,2.5,3.4,18.2,48.5,1.7,46.8,39.5,Not threatened
Spelaeornis reptatus,Spelaeornis reptatus,Passeriformes,LC,No,Volant,11.8,5.8,Forest,Carnivore,Invertivore,24.72,12.1,6.8,2.3,3,18.4,49,2.9,46.1,38.2,Not threatened
Spelaeornis troglodytoides,Spelaeornis troglodytoides,Passeriformes,LC,No,Volant,7,7,Forest,Carnivore,Invertivore,28.68,11.1,5.9,2.2,2.9,19.2,49.2,3.5,46,49.8,Not threatened
Spermestes bicolor,Spermestes bicolor,Passeriformes,LC,No,Volant,9.9,21.8,Woodland,Herbivore,Granivore,-3.39,10.5,8.1,5.7,6.9,12.5,48.4,10.6,37.8,33.5,Not threatened
Spermestes cucullata,Spermestes cucullata,Passeriformes,LC,No,Volant,9,21.4,Woodland,Herbivore,Granivore,-3.72,9.6,6.9,5.2,6.3,12.7,48.4,10.4,38.1,31.3,Not threatened
Spermestes fringilloides,Spermestes fringilloides,Passeriformes,LC,No,Volant,16.8,25.9,Forest,Herbivore,Granivore,-4.08,17,12.2,7.6,8.9,13.7,56.9,14.8,42.3,37,Not threatened
Spermophaga haematina,Spermophaga haematina,Passeriformes,LC,No,Volant,23,11.1,Forest,Herbivore,Omnivore,2.4,16.1,11.6,8.7,10.3,21.8,67.7,7.3,58.6,54,Not threatened
Spermophaga poliogenys,Spermophaga poliogenys,Passeriformes,LC,No,Volant,19.8,12.3,Forest,Herbivore,Granivore,0.59,15.2,10.5,6.7,9.2,19.7,67.2,8.3,59,52,Not threatened
Spermophaga ruficapilla,Spermophaga ruficapilla,Passeriformes,LC,No,Volant,23.6,9.7,Forest,Herbivore,Granivore,-0.54,16,11.3,8.6,10.6,21.7,69.3,6.7,62.5,57,Not threatened
Sphecotheres hypoleucus,Sphecotheres hypoleucus,Passeriformes,LC,Yes,Volant,77.5,24,Woodland,Herbivore,Frugivore,-7.78,24.4,14.2,8.3,8.8,22.7,126.6,30.4,96.2,93.8,Not threatened
Sphecotheres vieilloti,Sphecotheres vieilloti,Passeriformes,LC,No,Volant,121.5,26.6,Forest,Herbivore,Frugivore,-21.26,27.3,15.6,8.8,9.1,25.5,146.8,39.6,109,104.5,Not threatened
Sphecotheres viridis,Sphecotheres viridis,Passeriformes,LC,Yes,Volant,121,23.4,Forest,Herbivore,Frugivore,-9.32,23.2,14.2,7.2,8.4,23.4,123.7,28.8,94.5,97.2,Not threatened
Spheniscus demersus,Spheniscus demersus,Sphenisciformes,EN,No,Flightless,3130.1,3.7,Marine,Carnivore,Aquatic predator,-31.44,61.5,31,10.1,24.3,32.3,98.5,3.6,94.9,28.5,Threatened
Spheniscus humboldti,Spheniscus humboldti,Sphenisciformes,VU,No,Flightless,4366.4,4.4,Marine,Carnivore,Aquatic predator,-23.48,63.7,27.3,9.1,21.1,39,105.2,4.6,100.7,28.1,Threatened
Spheniscus magellanicus,Spheniscus magellanicus,Sphenisciformes,LC,No,Flightless,4105.1,3.8,Marine,Carnivore,Aquatic predator,-49.07,60.2,27.7,10.2,23.4,35.5,109.6,4.1,105.1,23.4,Not threatened
Spheniscus mendiculus,Spheniscus mendiculus,Sphenisciformes,EN,Yes,Flightless,1921.9,4.8,Marine,Carnivore,Aquatic predator,-0.48,63.9,30.4,8,17.5,25.9,82.8,4,78.8,26.1,Threatened
Sphenoeacus afer,Sphenoeacus afer,Passeriformes,LC,No,Volant,30.4,8.6,Shrubland,Carnivore,Invertivore,-28.46,17.3,8.9,3.3,4.8,22.5,66.2,5.7,60.6,98.8,Not threatened
Sphenopsis frontalis,Sphenopsis frontalis,Passeriformes,LC,No,Volant,17,14.8,Forest,Carnivore,Invertivore,-0.96,16.1,8.8,4.5,5.1,20.5,70.7,10.2,59.3,65.1,Not threatened
Sphenopsis melanotis,Sphenopsis melanotis,Passeriformes,LC,No,Volant,16,13.9,Forest,Carnivore,Invertivore,-6.41,15.8,8.2,4.5,5.1,20.6,68.9,9.2,57,63.3,Not threatened
Sphenopsis ochracea,Sphenopsis ochracea,Passeriformes,LC,No,Volant,16,13.8,Forest,Omnivore,Omnivore,-0.35,15.1,8,3.8,4.7,19.9,80,11,69,69.5,Not threatened
Sphenopsis piurae,Sphenopsis piurae,Passeriformes,LC,No,Volant,16,11,Forest,Omnivore,Invertivore,-5.92,15.1,8.8,4,4.7,22.4,66.8,7.3,59.4,63.2,Not threatened
Sphyrapicus nuchalis,Sphyrapicus nuchalis,Piciformes,LC,No,Volant,48.5,31.7,Woodland,Omnivore,Omnivore,43.04,21.7,17,7,6,19.9,122.8,39,83.8,75.8,Not threatened
Sphyrapicus ruber,Sphyrapicus ruber,Piciformes,LC,No,Volant,54.8,30.4,Woodland,Carnivore,Invertivore,50.74,25.8,21.5,8,7.1,21.6,126.6,38.4,88.2,80.8,Not threatened
Sphyrapicus thyroideus,Sphyrapicus thyroideus,Piciformes,LC,No,Volant,47.6,32.2,Forest,Omnivore,Invertivore,40.44,25.2,19.7,6.4,6.4,20.5,135.5,44.3,93,89.8,Not threatened
Sphyrapicus varius,Sphyrapicus varius,Piciformes,LC,No,Volant,50.3,33.9,Woodland,Omnivore,Omnivore,52.85,24.8,19.2,6.7,6.3,20.5,124.8,42.2,82.6,74,Not threatened
Spilopelia chinensis,Spilopelia chinensis,Columbiformes,LC,No,Volant,159,30.3,Woodland,Herbivore,Granivore,19.96,19.9,10.8,3.5,3.5,19.9,138.8,42,96.7,127.3,Not threatened
Spilopelia senegalensis,Spilopelia senegalensis,Columbiformes,LC,No,Volant,82.1,34.2,Woodland,Herbivore,Granivore,13.86,17.8,8.2,2.7,3,18.9,132.2,45.1,86.9,108.5,Not threatened
Spilopelia suratensis,Spilopelia suratensis,Columbiformes,LC,No,Volant,159,31.7,Woodland,Herbivore,Granivore,22.05,19,9.1,2.9,3.3,22,137,43.2,93.1,127.1,Not threatened
Spiloptila clamans,Spiloptila clamans,Passeriformes,LC,No,Volant,7,6.3,Shrubland,Carnivore,Invertivore,15.16,11.5,6.5,2.5,2.7,16.9,46.7,2.9,43.2,60.5,Not threatened
Spilornis cheela,Spilornis cheela,Accipitriformes,LC,No,Volant,597.7,30.1,Forest,Carnivore,Vertivore,16.74,45.6,30.1,14.4,20.8,82.2,373.7,112.6,261.1,237.4,Not threatened
Spilornis elgini,Spilornis elgini,Accipitriformes,VU,Yes,Volant,895,29.4,Forest,Carnivore,Vertivore,12.47,37.5,26.7,12.8,18.4,76.1,365.4,106.8,255.8,215.6,Threatened
Spilornis holospilus,Spilornis holospilus,Accipitriformes,LC,No,Volant,705,30.7,Forest,Carnivore,Vertivore,11.86,37.5,27,12.2,18,75,340.1,103.8,234.5,221.7,Not threatened
Spilornis kinabaluensis,Spilornis kinabaluensis,Accipitriformes,VU,No,Volant,597.7,29,Forest,Carnivore,Vertivore,4.55,34.6,24,13.4,16.8,72.6,368.5,107,261.5,227.5,Threatened
Spilornis klossi,Spilornis klossi,Accipitriformes,NT,Yes,Volant,450,29.5,Forest,Carnivore,Vertivore,7.06,38.2,28.9,13.5,18.8,74.7,297.2,87.8,209.4,198.2,Not threatened
Spilornis rufipectus,Spilornis rufipectus,Accipitriformes,LC,Yes,Volant,705,32.4,Forest,Carnivore,Vertivore,-1.9,34.6,25.1,13.3,17.4,64.3,328.6,105.5,221.5,214.4,Not threatened
Spindalis dominicensis,Spindalis dominicensis,Passeriformes,LC,Yes,Volant,29.4,20.5,Shrubland,Herbivore,Frugivore,18.91,13.6,7,4.8,5.3,20.2,82.6,16.9,65.4,66.4,Not threatened
Spindalis nigricephala,Spindalis nigricephala,Passeriformes,LC,Yes,Volant,45.1,21.9,Forest,Herbivore,Frugivore,18.16,17.3,9.1,6.6,7,22.1,95.2,20.6,73.4,72.3,Not threatened
Spindalis portoricensis,Spindalis portoricensis,Passeriformes,LC,Yes,Volant,32.1,21.9,Shrubland,Herbivore,Frugivore,18.23,15.5,8.3,5.6,6.4,19.6,83.6,18.3,65.4,60,Not threatened
Spindalis zena,Spindalis zena,Passeriformes,LC,No,Volant,25.4,21.5,Forest,Herbivore,Frugivore,21.93,14.3,8.1,4.9,5.5,18.3,73.8,15.9,58.1,56.2,Not threatened
Spinus atratus,Spinus atratus,Passeriformes,LC,No,Volant,16,29.9,Grassland,Herbivore,Granivore,-21.8,11.6,7.6,4.6,6,16.2,79.6,23.8,55.7,49.9,Not threatened
Spinus atriceps,Spinus atriceps,Passeriformes,LC,No,Volant,13.5,32,Forest,Herbivore,Granivore,15.76,13.4,9,4.2,5.4,13.4,67.2,21.6,45.7,42.9,Not threatened
Spinus barbatus,Spinus barbatus,Passeriformes,LC,No,Volant,15.5,31.1,Forest,Herbivore,Granivore,-43.24,12.6,8.3,5.6,6.9,16.3,72.2,22.6,49.9,48.9,Not threatened
Spinus crassirostris,Spinus crassirostris,Passeriformes,LC,No,Volant,19,28.9,Shrubland,Herbivore,Granivore,-22.33,14.3,10.8,7.1,9.6,17.6,79.4,22.9,56.5,54.6,Not threatened
Spinus cucullatus,Spinus cucullatus,Passeriformes,EN,No,Volant,9.8,27.9,Forest,Herbivore,Granivore,8.15,10.5,7.4,4.9,6,10.8,58.1,16,41.4,32.9,Threatened
Spinus dominicensis,Spinus dominicensis,Passeriformes,LC,Yes,Volant,12.6,29.5,Forest,Herbivore,Granivore,18.69,11.7,7.6,5,7.2,14.2,66.5,19.6,46.9,40.5,Not threatened
Spinus lawrencei,Spinus lawrencei,Passeriformes,LC,No,Volant,10.9,29,Forest,Herbivore,Granivore,35.08,10.2,6.4,4.2,5.6,13.1,65,18.9,46.3,47.5,Not threatened
Spinus magellanicus,Spinus magellanicus,Passeriformes,LC,No,Volant,13.6,27.2,Shrubland,Herbivore,Granivore,-21.61,12,8.8,4.6,6.5,13.9,69.5,18.5,49.9,44.4,Not threatened
Spinus notatus,Spinus notatus,Passeriformes,LC,No,Volant,10.9,30.9,Forest,Herbivore,Granivore,20.01,13.4,9.7,4.6,6.1,13,65.2,20.1,45.1,40.2,Not threatened
Spinus olivaceus,Spinus olivaceus,Passeriformes,LC,No,Volant,13.6,29.4,Forest,Herbivore,Granivore,-10.53,11.6,8,4.8,6.1,14.2,63,18.6,44.4,39,Not threatened
Spinus pinus,Spinus pinus,Passeriformes,LC,No,Volant,12.7,35.2,Forest,Herbivore,Granivore,49.57,14,9,4.3,5.5,13.9,72.4,25.6,47,48.3,Not threatened
Spinus psaltria,Spinus psaltria,Passeriformes,LC,No,Volant,8.8,26,Shrubland,Herbivore,Granivore,30.17,10.2,7.8,4.7,6.3,12.4,60.9,16.2,46.2,40.4,Not threatened
Spinus siemiradzkii,Spinus siemiradzkii,Passeriformes,LC,No,Volant,13.6,22.3,Shrubland,Herbivore,Granivore,-2.86,11.4,7.6,4.5,6.7,12.9,57.5,12.8,44.7,33.5,Not threatened
Spinus spinescens,Spinus spinescens,Passeriformes,LC,No,Volant,11.3,26.8,Grassland,Herbivore,Granivore,5.25,11.1,8,4.8,5.7,12.7,63,16.6,45.3,47.3,Not threatened
Spinus spinus,Spinus spinus,Passeriformes,LC,No,Volant,13.2,36.5,Forest,Herbivore,Granivore,55.86,12.8,8.3,4.5,6.1,12.7,71.6,26.1,45.5,46.4,Not threatened
Spinus thibetanus,Spinus thibetanus,Passeriformes,LC,No,Volant,10.5,36,Forest,Herbivore,Granivore,31.26,11.3,7.1,3.7,5,12,68.9,24.8,44.1,42.9,Not threatened
Spinus tristis,Spinus tristis,Passeriformes,LC,No,Volant,12.8,27.6,Forest,Herbivore,Granivore,44.46,11.5,8.2,4.3,6.3,13.5,69.8,19.1,50.3,48.3,Not threatened
Spinus uropygialis,Spinus uropygialis,Passeriformes,LC,No,Volant,14,35.2,Shrubland,Herbivore,Granivore,-32.16,12,7.7,4.5,6,16.2,80.4,28.7,52.8,50,Not threatened
Spinus xanthogastrus,Spinus xanthogastrus,Passeriformes,LC,No,Volant,12.7,29.1,Forest,Herbivore,Granivore,-2.17,10.5,7.8,4.3,5.8,13.5,65.2,18.9,46.1,40.5,Not threatened
Spinus yarrellii,Spinus yarrellii,Passeriformes,VU,No,Volant,10.5,26.8,Forest,Herbivore,Omnivore,-8.49,10.8,8,4.7,6.7,12.4,61.9,16.6,45.3,39,Threatened
Spiza americana,Spiza americana,Passeriformes,LC,No,Volant,26.2,26.4,Grassland,Omnivore,Omnivore,39.97,15.1,9.8,5.5,7.5,22.3,77.9,20.3,56.8,56.1,Not threatened
Spizaetus isidori,Spizaetus isidori,Accipitriformes,EN,No,Volant,1197.4,24.2,Forest,Carnivore,Vertivore,-6.77,51.3,33.2,15.9,25.8,113.4,484.4,120.1,376.2,299,Threatened
Spizaetus melanoleucus,Spizaetus melanoleucus,Accipitriformes,LC,No,Volant,850,31.1,Forest,Carnivore,Vertivore,-6.79,40.9,23.9,12.8,20.7,72.1,400.6,124.3,275.4,249,Not threatened
Spizaetus ornatus,Spizaetus ornatus,Accipitriformes,NT,No,Volant,1197.4,17.2,Forest,Carnivore,Vertivore,-5.86,39.1,23.7,12.3,20.2,93.8,353,59.1,287.3,289.5,Not threatened
Spizaetus tyrannus,Spizaetus tyrannus,Accipitriformes,LC,No,Volant,1007.1,17.9,Forest,Carnivore,Vertivore,-4.6,42.3,24.9,12.1,21,80.4,384.4,68.6,315.6,334.4,Not threatened
Spizella atrogularis,Spizella atrogularis,Passeriformes,LC,No,Volant,11.3,15.2,Shrubland,Omnivore,Omnivore,29.15,10.5,6,3.9,4.9,17.9,60.6,9.1,50.4,64.8,Not threatened
Spizella breweri,Spizella breweri,Passeriformes,LC,No,Volant,10.9,20.5,Shrubland,Omnivore,Omnivore,45.74,12.3,6.7,3.6,4.4,16.8,62.8,12.9,50.1,57.3,Not threatened
Spizella pallida,Spizella pallida,Passeriformes,LC,No,Volant,11.2,18.6,Shrubland,Omnivore,Granivore,51.68,10.1,6,3.4,4.9,17.4,60.8,11.2,49,56.8,Not threatened
Spizella passerina,Spizella passerina,Passeriformes,LC,No,Volant,12.2,24.2,Forest,Omnivore,Omnivore,47.04,13.1,7,4,4.9,16.3,68,16.3,51,56,Not threatened
Spizella pusilla,Spizella pusilla,Passeriformes,LC,No,Volant,12.5,16.7,Grassland,Omnivore,Granivore,39.43,10.4,6.6,4.3,5.2,17.9,64.4,10.8,53.5,62,Not threatened
Spizella wortheni,Spizella wortheni,Passeriformes,EN,No,Volant,12.4,18.3,Shrubland,Herbivore,Granivore,24.64,10.6,6.7,4.1,4.9,17.5,66.5,12.2,54.3,63.4,Threatened
Spiziapteryx circumcincta,Spiziapteryx circumcincta,Falconiformes,LC,No,Volant,166.2,34.2,Shrubland,Carnivore,Vertivore,-29.57,19.8,12,9.1,12.7,47.5,159.8,54.5,105.2,131.8,Not threatened
Spizixos canifrons,Spizixos canifrons,Passeriformes,LC,No,Volant,44,17.8,Shrubland,Herbivore,Omnivore,23.9,13.6,8.2,5.4,7.1,19,95,16.9,78.1,94,Not threatened
Spizixos semitorques,Spizixos semitorques,Passeriformes,LC,No,Volant,39,14.8,Shrubland,Omnivore,Omnivore,28.41,14.2,8.1,6.7,7.7,19.1,89.8,13.6,77.7,91.9,Not threatened
Spizocorys conirostris,Spizocorys conirostris,Passeriformes,LC,No,Volant,14.3,25.5,Grassland,Omnivore,Granivore,-25.05,10.8,7.7,4.8,5.7,17,75.8,19.3,56.5,44.6,Not threatened
Spizocorys fremantlii,Spizocorys fremantlii,Passeriformes,LC,No,Volant,23.4,27.7,Grassland,Herbivore,Granivore,5.25,19.3,14.2,4.5,6,19.8,87.6,24.1,62.9,44.4,Not threatened
Spizocorys fringillaris,Spizocorys fringillaris,Passeriformes,EN,No,Volant,19.2,28.3,Grassland,Omnivore,Omnivore,-27.38,11.8,8.4,4.4,5.7,19,81.5,23.1,58.4,45.2,Threatened
Spizocorys obbiensis,Spizocorys obbiensis,Passeriformes,DD,No,Volant,13.5,28.3,Desert,Omnivore,Invertivore,4.23,12.7,8.4,4.4,5.7,19.5,67.4,23.1,58.4,36.7,DD
Spizocorys personata,Spizocorys personata,Passeriformes,LC,No,Volant,19.7,26.4,Grassland,Herbivore,Granivore,4.53,14.2,10.3,6,6.9,19,84.4,22.3,62,50.6,Not threatened
Spizocorys sclateri,Spizocorys sclateri,Passeriformes,NT,No,Volant,19,27.2,Desert,Omnivore,Granivore,-29.21,12.3,10.4,5.5,5.8,16.3,82.2,22.2,59.7,44.1,Not threatened
Spizocorys starki,Spizocorys starki,Passeriformes,LC,No,Volant,18.5,25.1,Desert,Herbivore,Granivore,-24.42,12.6,9.8,5.6,6.2,19.2,78.7,19.6,58.5,44.8,Not threatened
Spodiopsar cineraceus,Spodiopsar cineraceus,Passeriformes,LC,No,Volant,83,36,Grassland,Carnivore,Invertivore,44.55,29.4,19,5.5,6,31.7,127.5,45.9,81.7,63.8,Not threatened
Spodiopsar sericeus,Spodiopsar sericeus,Passeriformes,LC,No,Volant,65,32.6,Shrubland,Omnivore,Invertivore,27.11,26.8,16.3,4.8,5.5,29.9,120.6,39.2,80.8,71.8,Not threatened
Spodiornis rusticus,Spodiornis rusticus,Passeriformes,LC,No,Volant,15.6,20.7,Forest,Herbivore,Granivore,3.09,13.7,8.8,4.6,6.1,19.4,66.4,13.7,52.5,47.9,Not threatened
Sporathraupis cyanocephala,Sporathraupis cyanocephala,Passeriformes,LC,No,Volant,36,17.4,Forest,Herbivore,Frugivore,-2.38,17,9.1,6,6.7,24,85.8,14.8,70.6,80.6,Not threatened
Sporophila albogularis,Sporophila albogularis,Passeriformes,LC,No,Volant,9.7,14.3,Shrubland,Herbivore,Granivore,-8.67,10.1,7.1,5,7.3,13.8,56.3,8.1,48.3,43.2,Not threatened
Sporophila americana,Sporophila americana,Passeriformes,LC,No,Volant,12,19.6,Shrubland,Herbivore,Granivore,-2.28,10.5,7.2,5.6,7.5,15.4,53.6,10.5,43.2,45.9,Not threatened
Sporophila angolensis,Sporophila angolensis,Passeriformes,LC,No,Volant,13,15.5,Shrubland,Omnivore,Granivore,-8.2,12.9,9.4,6.8,10,16,57.7,8.9,48.4,51.9,Not threatened
Sporophila ardesiaca,Sporophila ardesiaca,Passeriformes,LC,No,Volant,10.9,17.1,Shrubland,Herbivore,Granivore,-19.02,10.5,6.7,5.2,6.9,13.5,56,9.6,46.4,43,Not threatened
Sporophila atrirostris,Sporophila atrirostris,Passeriformes,LC,No,Volant,26,14.1,Grassland,Herbivore,Granivore,-5.78,18.9,13.1,10.1,13.8,18.3,71.5,10.1,61.4,60,Not threatened
Sporophila beltoni,Sporophila beltoni,Passeriformes,VU,No,Volant,12,22.6,Grassland,Herbivore,Granivore,-26.8,10.7,7,5.7,7.1,13.2,56.6,12.8,43.9,42,Threatened
Sporophila bouvreuil,Sporophila bouvreuil,Passeriformes,LC,No,Volant,8.6,19.4,Grassland,Herbivore,Granivore,-13.11,8.1,5.8,3.6,5.7,12.1,50.6,9.9,40.7,38.5,Not threatened
Sporophila bouvronides,Sporophila bouvronides,Passeriformes,LC,No,Volant,9.1,21.2,Shrubland,Herbivore,Granivore,7.77,9.7,5.8,4.3,5.9,13.9,55.4,11.9,43.5,43.9,Not threatened
Sporophila caerulescens,Sporophila caerulescens,Passeriformes,LC,No,Volant,9.7,18.7,Shrubland,Herbivore,Granivore,-24.9,10.3,6.8,5.1,6.4,14.5,55.8,10.6,45.6,46.5,Not threatened
Sporophila castaneiventris,Sporophila castaneiventris,Passeriformes,LC,No,Volant,7.8,16.8,Shrubland,Herbivore,Granivore,-3.77,11,6.9,4.6,5.7,13.8,48.5,8.2,40.3,37.5,Not threatened
Sporophila cinnamomea,Sporophila cinnamomea,Passeriformes,VU,No,Volant,8.9,17.8,Grassland,Herbivore,Granivore,-30.75,8.4,5.9,4.8,5.9,12.6,52,9.2,42.8,38.5,Threatened
Sporophila collaris,Sporophila collaris,Passeriformes,LC,No,Volant,13.5,19.2,Grassland,Herbivore,Granivore,-22.25,12,8.2,6.1,8.3,15.8,58.6,11.2,47.1,49.3,Not threatened
Sporophila corvina,Sporophila corvina,Passeriformes,LC,No,Volant,10.6,17.8,Human Modified,Herbivore,Granivore,14.75,10.7,7,5.3,7.2,17.5,52.9,9.6,44.4,42.8,Not threatened
Sporophila crassirostris,Sporophila crassirostris,Passeriformes,LC,No,Volant,20.9,16.2,Shrubland,Herbivore,Granivore,2.29,15.4,10.2,8.3,11.5,18.6,66.9,10.9,56.1,59.6,Not threatened
Sporophila falcirostris,Sporophila falcirostris,Passeriformes,VU,No,Volant,13.5,20.4,Woodland,Herbivore,Granivore,-21.35,11,7.8,7.2,8.3,13,58.4,11.9,46.5,40,Threatened
Sporophila fringilloides,Sporophila fringilloides,Passeriformes,LC,No,Volant,12.7,12.7,Shrubland,Herbivore,Granivore,1.17,14.3,10,5.7,7.6,15,61.3,7.7,53.6,50.8,Not threatened
Sporophila frontalis,Sporophila frontalis,Passeriformes,VU,No,Volant,19.3,19.6,Forest,Herbivore,Granivore,-21.74,14.1,8.6,5.9,7.8,16.5,66,12.8,52.9,49,Threatened
Sporophila funerea,Sporophila funerea,Passeriformes,LC,No,Volant,13,15.4,Human Modified,Herbivore,Granivore,10.12,12.6,9.3,6.9,10.2,17.4,55,8.8,48.5,48.7,Not threatened
Sporophila hypochroma,Sporophila hypochroma,Passeriformes,NT,No,Volant,9.7,23.4,Grassland,Herbivore,Granivore,-28.65,9.2,5.8,4.6,5.3,12.3,53,12.4,40.6,42,Not threatened
Sporophila hypoxantha,Sporophila hypoxantha,Passeriformes,LC,No,Volant,10.5,24.9,Grassland,Herbivore,Granivore,-24.04,9.7,6.3,4.3,5.8,13.7,53.6,13.2,40,40,Not threatened
Sporophila iberaensis,Sporophila iberaensis,Passeriformes,EN,No,Volant,8.5,19.7,Grassland,Herbivore,Granivore,-28.13,9.2,5.9,4.6,6.1,13.6,53.4,10.5,42.9,44.2,Threatened
Sporophila intermedia,Sporophila intermedia,Passeriformes,LC,No,Volant,12.1,16.5,Shrubland,Herbivore,Granivore,6.99,10.3,7.2,5.4,7.4,15.1,54.6,9.4,47.4,45.1,Not threatened
Sporophila leucoptera,Sporophila leucoptera,Passeriformes,LC,No,Volant,15.5,13.6,Shrubland,Herbivore,Granivore,-16.13,12.1,8.2,6.7,8.8,15.8,55.8,7.6,48.2,49.5,Not threatened
Sporophila lineola,Sporophila lineola,Passeriformes,LC,No,Volant,9.8,17.4,Shrubland,Herbivore,Granivore,-16.63,8.7,5.8,4.6,5.8,14.2,57.9,10.1,47.9,47.6,Not threatened
Sporophila luctuosa,Sporophila luctuosa,Passeriformes,LC,No,Volant,12.5,22.7,Shrubland,Herbivore,Granivore,-4.82,9.4,6.1,5.5,6.9,17.3,56.1,13,44,44.1,Not threatened
Sporophila maximiliani,Sporophila maximiliani,Passeriformes,EN,No,Volant,24.6,14.8,Wetland,Herbivore,Granivore,-0.35,17.3,12.9,10.7,14.7,17.7,74.8,11.1,63.6,67,Threatened
Sporophila melanogaster,Sporophila melanogaster,Passeriformes,NT,No,Volant,9.3,21.9,Wetland,Herbivore,Granivore,-28.6,10.1,6.4,4.9,6.5,13.3,52.9,11.6,41.3,42,Not threatened
Sporophila minuta,Sporophila minuta,Passeriformes,LC,No,Volant,7.8,17.8,Grassland,Herbivore,Granivore,5.68,9.2,6.2,5,6.2,15.7,49.3,8.8,40.8,39.6,Not threatened
Sporophila morelleti,Sporophila morelleti,Passeriformes,LC,No,Volant,8.7,15.4,Human Modified,Herbivore,Granivore,17.2,9.5,6.6,5.2,6.8,16.2,49.4,8.4,46.1,41.3,Not threatened
Sporophila murallae,Sporophila murallae,Passeriformes,LC,No,Volant,10.8,14.2,Shrubland,Herbivore,Granivore,-2.94,11.8,7.9,5.2,7,15.6,55.5,7.9,47.7,48.2,Not threatened
Sporophila nigricollis,Sporophila nigricollis,Passeriformes,LC,No,Volant,9.6,14.7,Shrubland,Herbivore,Granivore,-6.92,9.1,6,5,6.5,13.8,52.4,7.9,45.6,43,Not threatened
Sporophila nigrorufa,Sporophila nigrorufa,Passeriformes,VU,No,Volant,10.8,13.9,Grassland,Herbivore,Granivore,-16.87,8.1,5.8,4.9,5.8,12.7,49.2,6.8,42.4,39.5,Threatened
Sporophila nuttingi,Sporophila nuttingi,Passeriformes,LC,No,Volant,24,15.4,Shrubland,Herbivore,Granivore,11.86,18.9,12.2,9.8,14.4,18.4,68.1,10.5,57.6,63.3,Not threatened
Sporophila ophthalmica,Sporophila ophthalmica,Passeriformes,LC,No,Volant,10.6,17.8,Human Modified,Herbivore,Granivore,4.14,10.7,6.8,5.4,7.7,16.3,52.1,9.6,44.4,42.3,Not threatened
Sporophila palustris,Sporophila palustris,Passeriformes,EN,No,Volant,8.2,17.2,Grassland,Herbivore,Granivore,-31.17,8.4,6,4.6,5.6,13.3,53.9,9.3,44.6,40.3,Threatened
Sporophila peruviana,Sporophila peruviana,Passeriformes,LC,No,Volant,12.6,19,Shrubland,Herbivore,Granivore,-5.75,12.6,8.4,6.5,9.8,16,60.3,11.4,49,43.6,Not threatened
Sporophila pileata,Sporophila pileata,Passeriformes,LC,No,Volant,8.6,19.4,Grassland,Herbivore,Granivore,-23.25,8.1,5.8,3.6,5.7,12.1,50.6,9.9,40.7,38.5,Not threatened
Sporophila plumbea,Sporophila plumbea,Passeriformes,LC,No,Volant,9.7,22.6,Grassland,Herbivore,Granivore,-12.06,10.7,7,5.7,7.1,13.2,56.6,12.8,43.9,42,Not threatened
Sporophila ruficollis,Sporophila ruficollis,Passeriformes,NT,No,Volant,8.6,19.7,Grassland,Herbivore,Granivore,-26.76,9.2,5.9,4.6,6.1,13.6,53.4,10.5,42.9,44.2,Not threatened
Sporophila schistacea,Sporophila schistacea,Passeriformes,LC,No,Volant,12.7,24.9,Forest,Herbivore,Granivore,-3.25,12.9,7.3,5.4,7.3,14.1,61.5,15.4,46.2,40.2,Not threatened
Sporophila simplex,Sporophila simplex,Passeriformes,LC,No,Volant,28,17.3,Shrubland,Herbivore,Granivore,-7.41,11,6.7,5,7.1,16.1,56.9,9.8,47,46.8,Not threatened
Sporophila telasco,Sporophila telasco,Passeriformes,LC,No,Volant,9.6,17.1,Shrubland,Herbivore,Granivore,-6.33,10.1,6.5,4.1,6.7,14.8,54.1,9.2,44.9,43.1,Not threatened
Sporophila torqueola,Sporophila torqueola,Passeriformes,LC,No,Volant,8.7,15.4,Human Modified,Herbivore,Granivore,19.65,9.5,6.2,4.8,6.5,14.9,54.4,8.4,46.1,49.2,Not threatened
Sporopipes frontalis,Sporopipes frontalis,Passeriformes,LC,No,Volant,17.3,11.9,Shrubland,Herbivore,Granivore,10.96,12.7,8.6,6,7.2,18.5,66.2,7.8,57.9,47.2,Not threatened
